"MES","REGIONAL","CENTRO.DE.FORMACION","GRUPO.O.DEPENDENCIA","FUNCIONARIO","APLICATIVO","CANAL","MEDIO.DE.INGRESO","GRUPO.DE.INTERES","ASUNTO","TIPO.DE.PETICION","TEMA.PQRS","ESTADO.REAL.PQRS"
"Febrero","Putumayo","Regional","Grupo De Formacion Profesional Y Empleo","Jose Ricardo Ordonez Barrera","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Servicio Nacional De Empleo","Respuesta Fuera De Terminos"
"Febrero","Putumayo","Regional","Grupo Apoyo Administrativo Mixto","Diana Sofia Mamian Artunduaga","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Febrero","Distrito Capital","Regional","Grupo De Gestion De Talento Humano","Claudia Janet Gomez Larrotta","Onbase","Virtual","Web","Instructor","Reclamo","Ninguno","Ape- Intermediacion Laboral","Respuesta Fuera De Terminos"
"Febrero","Cundinamarca","Regional","Grupo De Relaciones Corporativas E Internacionales","Fabiola Cadena Diaz","Crm","Virtual","Web","Empresa","Peticion","De Servicios","Novedades","Respuesta Fuera De Terminos"
"Febrero","Cundinamarca","Regional","Grupo De Relaciones Corporativas E Internacionales","Fabiola Cadena Diaz","Crm","Virtual","Web","Empresa","Peticion","De Servicios","Poblacion Vulnerables Y Victimas","Respuesta Fuera De Terminos"
"Febrero","Norte De Santander","Regional","Grupo De Relaciones Corporativas E Internacionales","Milena Fernanda Osorio Meneses","Crm","Virtual","Web","Empresa","Peticion","De Servicios","Programas De Formacion","Respuesta Fuera De Terminos"
"Marzo","Cordoba","Centro Agropecuario Y De Biotecnologia El Porvenir","Despacho Subdireccion De Centro","(E) Nelson Luis De La Espriella Morales","Onbase","Presencial","Fisico","Ciudadano","Peticion","Interes General O Particular","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Putumayo","Regional","Grupo De Formacion Profesional Y Empleo","Jesus Leonardo Cabrera","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Servicios","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Boyaca","Centro Minero","Despacho Subdireccion De Centro","(E) Juan Carlos Garcia Corredor","Onbase","Presencial","Fisico","Entidades Del Estado Y/O Autoridades","Tutelas","Derecho A Educacion","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Regional","Grupo De Gestion De Talento Humano","Jenny Paola Gonzalez Fajardo","Onbase","Presencial","Fisico","Ciudadano","Peticion","De Informacion","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Cundinamarca","Centro De Desarrollo Agroindustrial Y Empresarial","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Zulma Rogio Gomez Galeon","Onbase","Presencial","Fisico","Entidades Del Estado Y/O Autoridades","Peticion","De Servicios","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Huila","Centro De Formacion Agroindustrial","Grupo Formacion Profesional Integral, Empleo, Sistema Nacional De Formacion Para El Trabajo","Sonia Patricia Gomez Tamayo","Onbase","Presencial","Fisico","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Presencial","Fisico","Aprendiz Sena","Peticion","De Informacion","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Cundinamarca","Regional","Grupo Talento Humano","Nestor Javier Viola Almanza","Onbase","Presencial","Fisico","Servidor Publico","Queja","Servidor Publico","Prestacion Del Servicio","Respuesta Fuera De Terminos"
"Marzo","Antioquia","Regional","Gestion Del Talento Humano","Luis Fernando Vallejo","Onbase","Presencial","Fisico","Ciudadano","Peticion","De Documentacion","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Grupo De Formacion Profesional","Myriam Buitrago Gonzalez","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Antioquia","Complejo Tecnologico Agroindustrial, Pecuario Y Turistico","Despacho Subdireccion De Centro","(E) Jorge Andres Arias Hernandez","Onbase","Virtual","Email","Procuraduria","Peticion","Interes General O Particular","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Atlantico","Centro De Comercio Y Servicios","Despacho Subdireccion De Centro","Elizabeth Tuberquia Vanegas","Onbase","Virtual","Web","Instructor","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro Metalmecanico","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Jose Giovanni Lozano Bolivar","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Inscripcion - Programas Formacion Titulada","Respuesta Fuera De Terminos"
"Marzo","Cundinamarca","Centro Agroecologico Y Empresarial","Despacho Subdireccion De Centro","(E) Myriam Adriana Perez Garzon","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado De Competencia Laboral Del Proceso De Evaluacion Y Certificacion De Competencias Laborales","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Para La Construccion Y La Madera","Despacho Subdireccion De Centro","(E) Fabio Humberto Molano Olmos","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Estado De Cuenta","Respuesta Fuera De Terminos"
"Marzo","Direccion General","Direccion De Formacion Profesional","Despacho Direccion","Wilfredo Grajales Rosas","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Informacion General Formacion Profesional","Respuesta Fuera De Terminos"
"Marzo","Direccion General","Direccion De Formacion Profesional","Grupo Gestion Del Instructor - Escuela Nacional De Instructores ""Rodolfo Martinez Tono""","Oscar Heli Jerez","Onbase","Virtual","Web","Persona Con Discapacidad","Sugerencia","Ausencia Del Servicio","Peticion Que Transcurrio Tiempo Normativo Y No Se Ha Recibido Respuesta","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Web","Ciudadano","Reclamo","Ninguno","Ape-Orientacion Ocupacional","Respuesta Fuera De Terminos"
"Marzo","Direccion General","Secretaria General","Despacho Direccion","Jose Miguel Pena Santiz","Onbase","Virtual","Email","Empresa","Peticion","Interes General O Particular","Servicio De Atencion Al Ciudadano","Respuesta Fuera De Terminos"
"Marzo","Direccion General","Secretaria General","Despacho Direccion","Jose Miguel Pena Santiz","Onbase","Virtual","Email","Servidor Publico","Peticion","De Servicios","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Regional","Grupo De Relaciones Corporativas E Internacionales","Juan Sebastian Aguirre Martinez","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","Servicio Nacional De Empleo","Respuesta Fuera De Terminos"
"Marzo","Antioquia","Regional","Gestion Del Talento Humano","Luis Fernando Vallejo","Onbase","Virtual","Web","Servidor Publico","Peticion","De Documentacion","Paz Y Salvo De Aportes","Respuesta Fuera De Terminos"
"Marzo","Cundinamarca","Regional","Grupo Talento Humano","Nestor Javier Viola Almanza","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Cordoba","Centro Agropecuario Y De Biotecnologia El Porvenir","Despacho Subdireccion De Centro","(E) Nelson Luis De La Espriella Morales","Onbase","Virtual","Web","Ciudadano","Peticion","De Informacion","Banco De Instructores Sena","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Formacion De Talento Humano En Salud","Despacho Subdireccion De Centro","Carlos Arturo Salgar Ramirez","Onbase","Virtual","Web","Empresa","Peticion","De Documentacion","Estandarizacion De Competencias Laborales","Respuesta Fuera De Terminos"
"Marzo","Antioquia","Complejo Tecnologico Agroindustrial, Pecuario Y Turistico","Despacho Subdireccion De Centro","(E) Jorge Andres Arias Hernandez","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Email","Persona Con Discapacidad","Peticion","De Servicios","Inscripcion - Programas Formacion Titulada","Respuesta Fuera De Terminos"
"Marzo","Direccion General","Secretaria General","Despacho Direccion","Carolina Garcia Rojas","Onbase","Virtual","Email","Servidor Publico","Peticion","De Servicios","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Direccion General","Direccion Administrativa Y Financiera","Despacho Direccion","Diana Gisela Jimenez Cuervo","Onbase","Virtual","Email","Contraloria","Denuncias","Posibles Actos De Corrupcion","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Direccion General","Direccion Administrativa Y Financiera","Despacho Direccion","Diana Gisela Jimenez Cuervo","Onbase","Virtual","Email","Contraloria","Denuncias","Posibles Actos De Corrupcion","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Servicios Financieros","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Juan Camilo Pulgarin Vanegas","Onbase","Virtual","Web","Adulto Mayor","Queja","Servidor Publico","Mala Prestacion Del Servicio - Instructor","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Regional","Grupo Apoyo Administrativo Mixto","Yenni Mercedes Soto Vergel","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Certificado De Competencia Laboral Del Proceso De Evaluacion Y Certificacion De Competencias Laborales","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro Metalmecanico","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Leonel Alberto Gomez Perez","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro Metalmecanico","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Omar Henoc Parrado Garay","Onbase","Virtual","Web","Ciudadano","Reclamo","Peticion Sin Responder","Peticion Que Transcurrio Tiempo Normativo Y No Se Ha Recibido Respuesta","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Email","Ciudadano","Peticion","De Informacion","Contrato De Aprendizaje","Respuesta Fuera De Terminos"
"Marzo","Cundinamarca","Centro Agroecologico Y Empresarial","Despacho Subdireccion De Centro","(E) Myriam Adriana Perez Garzon","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Cundinamarca","Centro Agroecologico Y Empresarial","Despacho Subdireccion De Centro","(E) Myriam Adriana Perez Garzon","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro Metalmecanico","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Leonel Alberto Gomez Perez","Onbase","Virtual","Email","Ciudadano","Peticion","De Servicios","De Formacion","Respuesta Fuera De Terminos"
"Marzo","Antioquia","Centro De Servicios De Salud","Despacho Subdireccion De Centro","Carlos Enrique Rios Pelaez","Onbase","Virtual","Web","Ciudadano","Peticion","De Documentacion","Paz Y Salvo De Aportes","Respuesta Fuera De Terminos"
"Marzo","Valle Del Cauca","Regional","Grupo De Formacion Profesional Y Empleo","Maria Eugenia Lopez Hernandez","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro De Tecnologias Del Transporte","Despacho Subdireccion De Centro","William Dario Riano Baron","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Documentacion","Certificado Formacion Titulada","Respuesta Fuera De Terminos"
"Marzo","Cundinamarca","Regional","Grupo De Relaciones Corporativas E Internacionales","Fabiola Cadena Diaz","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Contrato De Aprendizaje","Respuesta Fuera De Terminos"
"Marzo","Antioquia","Regional","Grupo Apoyo Administrativo Mixto","Harold Eduardo Velez Castro","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Antioquia","Regional","Despacho Direccion Regional","Jeovani Alexander Erazo Chamorro","Onbase","Virtual","Email","Entidades Del Estado Y/O Autoridades","Tutelas","Otros Derechos","Solicitudes Administrativas","Respuesta Fuera De Terminos"
"Marzo","Distrito Capital","Centro Metalmecanico","Grupo De F. I. Gestion Educativa Y Relaciones Corporativas","Omar Henoc Parrado Garay","Onbase","Virtual","Web","Aprendiz Sena","Peticion","De Informacion","Certificaciones Aprendiz","Respuesta Fuera De Terminos"
